img, img1, img2, ann
Dataset/Dataset/game4/Clip1/0322.jpg,Dataset/Dataset/game4/Clip1/0321.jpg,Dataset/Dataset/game4/Clip1/0320.jpg,Dataset/Dataset/game4/Clip1/groundtruth/Clip1/0322.png
Dataset/Dataset/game8/Clip4/0018.jpg,Dataset/Dataset/game8/Clip4/0017.jpg,Dataset/Dataset/game8/Clip4/0016.jpg,Dataset/Dataset/game8/Clip4/groundtruth/Clip4/0018.png
Dataset/Dataset/game3/Clip4/0186.jpg,Dataset/Dataset/game3/Clip4/0185.jpg,Dataset/Dataset/game3/Clip4/0184.jpg,Dataset/Dataset/game3/Clip4/groundtruth/Clip4/0186.png
Dataset/Dataset/game10/Clip10/0020.jpg,Dataset/Dataset/game10/Clip10/0019.jpg,Dataset/Dataset/game10/Clip10/0018.jpg,Dataset/Dataset/game10/Clip10/groundtruth/Clip10/0020.png
Dataset/Dataset/game10/Clip2/0034.jpg,Dataset/Dataset/game10/Clip2/0033.jpg,Dataset/Dataset/game10/Clip2/0032.jpg,Dataset/Dataset/game10/Clip2/groundtruth/Clip2/0034.png
Dataset/Dataset/game8/Clip6/0108.jpg,Dataset/Dataset/game8/Clip6/0107.jpg,Dataset/Dataset/game8/Clip6/0106.jpg,Dataset/Dataset/game8/Clip6/groundtruth/Clip6/0108.png
Dataset/Dataset/game9/Clip9/0121.jpg,Dataset/Dataset/game9/Clip9/0120.jpg,Dataset/Dataset/game9/Clip9/0119.jpg,Dataset/Dataset/game9/Clip9/groundtruth/Clip9/0121.png
Dataset/Dataset/game1/Clip4/0046.jpg,Dataset/Dataset/game1/Clip4/0045.jpg,Dataset/Dataset/game1/Clip4/0044.jpg,Dataset/Dataset/game1/Clip4/groundtruth/Clip4/0046.png
Dataset/Dataset/game10/Clip2/0130.jpg,Dataset/Dataset/game10/Clip2/0129.jpg,Dataset/Dataset/game10/Clip2/0128.jpg,Dataset/Dataset/game10/Clip2/groundtruth/Clip2/0130.png
Dataset/Dataset/game10/Clip10/0074.jpg,Dataset/Dataset/game10/Clip10/0073.jpg,Dataset/Dataset/game10/Clip10/0072.jpg,Dataset/Dataset/game10/Clip10/groundtruth/Clip10/0074.png
Dataset/Dataset/game9/Clip5/0210.jpg,Dataset/Dataset/game9/Clip5/0209.jpg,Dataset/Dataset/game9/Clip5/0208.jpg,Dataset/Dataset/game9/Clip5/groundtruth/Clip5/0210.png
Dataset/Dataset/game10/Clip2/0073.jpg,Dataset/Dataset/game10/Clip2/0072.jpg,Dataset/Dataset/game10/Clip2/0071.jpg,Dataset/Dataset/game10/Clip2/groundtruth/Clip2/0073.png
Dataset/Dataset/game6/Clip1/0083.jpg,Dataset/Dataset/game6/Clip1/0082.jpg,Dataset/Dataset/game6/Clip1/0081.jpg,Dataset/Dataset/game6/Clip1/groundtruth/Clip1/0083.png
Dataset/Dataset/game6/Clip2/0375.jpg,Dataset/Dataset/game6/Clip2/0374.jpg,Dataset/Dataset/game6/Clip2/0373.jpg,Dataset/Dataset/game6/Clip2/groundtruth/Clip2/0375.png
Dataset/Dataset/game3/Clip9/0009.jpg,Dataset/Dataset/game3/Clip9/0008.jpg,Dataset/Dataset/game3/Clip9/0007.jpg,Dataset/Dataset/game3/Clip9/groundtruth/Clip9/0009.png
Dataset/Dataset/game7/Clip4/0242.jpg,Dataset/Dataset/game7/Clip4/0241.jpg,Dataset/Dataset/game7/Clip4/0240.jpg,Dataset/Dataset/game7/Clip4/groundtruth/Clip4/0242.png
Dataset/Dataset/game7/Clip4/0507.jpg,Dataset/Dataset/game7/Clip4/0506.jpg,Dataset/Dataset/game7/Clip4/0505.jpg,Dataset/Dataset/game7/Clip4/groundtruth/Clip4/0507.png
Dataset/Dataset/game7/Clip4/0669.jpg,Dataset/Dataset/game7/Clip4/0668.jpg,Dataset/Dataset/game7/Clip4/0667.jpg,Dataset/Dataset/game7/Clip4/groundtruth/Clip4/0669.png
Dataset/Dataset/game2/Clip2/0064.jpg,Dataset/Dataset/game2/Clip2/0063.jpg,Dataset/Dataset/game2/Clip2/0062.jpg,Dataset/Dataset/game2/Clip2/groundtruth/Clip2/0064.png
Dataset/Dataset/game7/Clip4/0392.jpg,Dataset/Dataset/game7/Clip4/0391.jpg,Dataset/Dataset/game7/Clip4/0390.jpg,Dataset/Dataset/game7/Clip4/groundtruth/Clip4/0392.png
Dataset/Dataset/game3/Clip7/0043.jpg,Dataset/Dataset/game3/Clip7/0042.jpg,Dataset/Dataset/game3/Clip7/0041.jpg,Dataset/Dataset/game3/Clip7/groundtruth/Clip7/0043.png
Dataset/Dataset/game4/Clip6/0070.jpg,Dataset/Dataset/game4/Clip6/0069.jpg,Dataset/Dataset/game4/Clip6/0068.jpg,Dataset/Dataset/game4/Clip6/groundtruth/Clip6/0070.png
Dataset/Dataset/game8/Clip3/0296.jpg,Dataset/Dataset/game8/Clip3/0295.jpg,Dataset/Dataset/game8/Clip3/0294.jpg,Dataset/Dataset/game8/Clip3/groundtruth/Clip3/0296.png
Dataset/Dataset/game5/Clip5/0090.jpg,Dataset/Dataset/game5/Clip5/0089.jpg,Dataset/Dataset/game5/Clip5/0088.jpg,Dataset/Dataset/game5/Clip5/groundtruth/Clip5/0090.png
Dataset/Dataset/game1/Clip1/0077.jpg,Dataset/Dataset/game1/Clip1/0076.jpg,Dataset/Dataset/game1/Clip1/0075.jpg,Dataset/Dataset/game1/Clip1/groundtruth/Clip1/0077.png
Dataset/Dataset/game1/Clip10/0013.jpg,Dataset/Dataset/game1/Clip10/0012.jpg,Dataset/Dataset/game1/Clip10/0011.jpg,Dataset/Dataset/game1/Clip10/groundtruth/Clip10/0013.png
Dataset/Dataset/game1/Clip10/0046.jpg,Dataset/Dataset/game1/Clip10/0045.jpg,Dataset/Dataset/game1/Clip10/0044.jpg,Dataset/Dataset/game1/Clip10/groundtruth/Clip10/0046.png
Dataset/Dataset/game3/Clip9/0115.jpg,Dataset/Dataset/game3/Clip9/0114.jpg,Dataset/Dataset/game3/Clip9/0113.jpg,Dataset/Dataset/game3/Clip9/groundtruth/Clip9/0115.png
Dataset/Dataset/game2/Clip8/0508.jpg,Dataset/Dataset/game2/Clip8/0507.jpg,Dataset/Dataset/game2/Clip8/0506.jpg,Dataset/Dataset/game2/Clip8/groundtruth/Clip8/0508.png
Dataset/Dataset/game10/Clip12/0447.jpg,Dataset/Dataset/game10/Clip12/0446.jpg,Dataset/Dataset/game10/Clip12/0445.jpg,Dataset/Dataset/game10/Clip12/groundtruth/Clip12/0447.png
Dataset/Dataset/game10/Clip1/0061.jpg,Dataset/Dataset/game10/Clip1/0060.jpg,Dataset/Dataset/game10/Clip1/0059.jpg,Dataset/Dataset/game10/Clip1/groundtruth/Clip1/0061.png
Dataset/Dataset/game2/Clip5/0088.jpg,Dataset/Dataset/game2/Clip5/0087.jpg,Dataset/Dataset/game2/Clip5/0086.jpg,Dataset/Dataset/game2/Clip5/groundtruth/Clip5/0088.png
Dataset/Dataset/game4/Clip1/0293.jpg,Dataset/Dataset/game4/Clip1/0292.jpg,Dataset/Dataset/game4/Clip1/0291.jpg,Dataset/Dataset/game4/Clip1/groundtruth/Clip1/0293.png
Dataset/Dataset/game3/Clip9/0003.jpg,Dataset/Dataset/game3/Clip9/0002.jpg,Dataset/Dataset/game3/Clip9/0001.jpg,Dataset/Dataset/game3/Clip9/groundtruth/Clip9/0003.png
Dataset/Dataset/game2/Clip1/0142.jpg,Dataset/Dataset/game2/Clip1/0141.jpg,Dataset/Dataset/game2/Clip1/0140.jpg,Dataset/Dataset/game2/Clip1/groundtruth/Clip1/0142.png
Dataset/Dataset/game8/Clip3/0183.jpg,Dataset/Dataset/game8/Clip3/0182.jpg,Dataset/Dataset/game8/Clip3/0181.jpg,Dataset/Dataset/game8/Clip3/groundtruth/Clip3/0183.png
Dataset/Dataset/game9/Clip2/0027.jpg,Dataset/Dataset/game9/Clip2/0026.jpg,Dataset/Dataset/game9/Clip2/0025.jpg,Dataset/Dataset/game9/Clip2/groundtruth/Clip2/0027.png
Dataset/Dataset/game5/Clip4/0225.jpg,Dataset/Dataset/game5/Clip4/0224.jpg,Dataset/Dataset/game5/Clip4/0223.jpg,Dataset/Dataset/game5/Clip4/groundtruth/Clip4/0225.png
Dataset/Dataset/game7/Clip4/0080.jpg,Dataset/Dataset/game7/Clip4/0079.jpg,Dataset/Dataset/game7/Clip4/0078.jpg,Dataset/Dataset/game7/Clip4/groundtruth/Clip4/0080.png
Dataset/Dataset/game10/Clip7/0035.jpg,Dataset/Dataset/game10/Clip7/0034.jpg,Dataset/Dataset/game10/Clip7/0033.jpg,Dataset/Dataset/game10/Clip7/groundtruth/Clip7/0035.png
Dataset/Dataset/game6/Clip1/0102.jpg,Dataset/Dataset/game6/Clip1/0101.jpg,Dataset/Dataset/game6/Clip1/0100.jpg,Dataset/Dataset/game6/Clip1/groundtruth/Clip1/0102.png
Dataset/Dataset/game2/Clip8/0374.jpg,Dataset/Dataset/game2/Clip8/0373.jpg,Dataset/Dataset/game2/Clip8/0372.jpg,Dataset/Dataset/game2/Clip8/groundtruth/Clip8/0374.png
Dataset/Dataset/game1/Clip2/0029.jpg,Dataset/Dataset/game1/Clip2/0028.jpg,Dataset/Dataset/game1/Clip2/0027.jpg,Dataset/Dataset/game1/Clip2/groundtruth/Clip2/0029.png
Dataset/Dataset/game6/Clip3/0246.jpg,Dataset/Dataset/game6/Clip3/0245.jpg,Dataset/Dataset/game6/Clip3/0244.jpg,Dataset/Dataset/game6/Clip3/groundtruth/Clip3/0246.png
Dataset/Dataset/game8/Clip8/0073.jpg,Dataset/Dataset/game8/Clip8/0072.jpg,Dataset/Dataset/game8/Clip8/0071.jpg,Dataset/Dataset/game8/Clip8/groundtruth/Clip8/0073.png
Dataset/Dataset/game10/Clip1/0150.jpg,Dataset/Dataset/game10/Clip1/0149.jpg,Dataset/Dataset/game10/Clip1/0148.jpg,Dataset/Dataset/game10/Clip1/groundtruth/Clip1/0150.png
Dataset/Dataset/game2/Clip1/0203.jpg,Dataset/Dataset/game2/Clip1/0202.jpg,Dataset/Dataset/game2/Clip1/0201.jpg,Dataset/Dataset/game2/Clip1/groundtruth/Clip1/0203.png
Dataset/Dataset/game10/Clip2/0111.jpg,Dataset/Dataset/game10/Clip2/0110.jpg,Dataset/Dataset/game10/Clip2/0109.jpg,Dataset/Dataset/game10/Clip2/groundtruth/Clip2/0111.png
Dataset/Dataset/game8/Clip3/0208.jpg,Dataset/Dataset/game8/Clip3/0207.jpg,Dataset/Dataset/game8/Clip3/0206.jpg,Dataset/Dataset/game8/Clip3/groundtruth/Clip3/0208.png
Dataset/Dataset/game1/Clip11/0006.jpg,Dataset/Dataset/game1/Clip11/0005.jpg,Dataset/Dataset/game1/Clip11/0004.jpg,Dataset/Dataset/game1/Clip11/groundtruth/Clip11/0006.png
Dataset/Dataset/game9/Clip3/0220.jpg,Dataset/Dataset/game9/Clip3/0219.jpg,Dataset/Dataset/game9/Clip3/0218.jpg,Dataset/Dataset/game9/Clip3/groundtruth/Clip3/0220.png
Dataset/Dataset/game7/Clip4/0847.jpg,Dataset/Dataset/game7/Clip4/0846.jpg,Dataset/Dataset/game7/Clip4/0845.jpg,Dataset/Dataset/game7/Clip4/groundtruth/Clip4/0847.png
Dataset/Dataset/game7/Clip4/0353.jpg,Dataset/Dataset/game7/Clip4/0352.jpg,Dataset/Dataset/game7/Clip4/0351.jpg,Dataset/Dataset/game7/Clip4/groundtruth/Clip4/0353.png
Dataset/Dataset/game7/Clip2/0015.jpg,Dataset/Dataset/game7/Clip2/0014.jpg,Dataset/Dataset/game7/Clip2/0013.jpg,Dataset/Dataset/game7/Clip2/groundtruth/Clip2/0015.png
Dataset/Dataset/game2/Clip7/0109.jpg,Dataset/Dataset/game2/Clip7/0108.jpg,Dataset/Dataset/game2/Clip7/0107.jpg,Dataset/Dataset/game2/Clip7/groundtruth/Clip7/0109.png
Dataset/Dataset/game4/Clip1/0119.jpg,Dataset/Dataset/game4/Clip1/0118.jpg,Dataset/Dataset/game4/Clip1/0117.jpg,Dataset/Dataset/game4/Clip1/groundtruth/Clip1/0119.png
Dataset/Dataset/game5/Clip4/0068.jpg,Dataset/Dataset/game5/Clip4/0067.jpg,Dataset/Dataset/game5/Clip4/0066.jpg,Dataset/Dataset/game5/Clip4/groundtruth/Clip4/0068.png
Dataset/Dataset/game4/Clip3/0021.jpg,Dataset/Dataset/game4/Clip3/0020.jpg,Dataset/Dataset/game4/Clip3/0019.jpg,Dataset/Dataset/game4/Clip3/groundtruth/Clip3/0021.png
Dataset/Dataset/game3/Clip4/0296.jpg,Dataset/Dataset/game3/Clip4/0295.jpg,Dataset/Dataset/game3/Clip4/0294.jpg,Dataset/Dataset/game3/Clip4/groundtruth/Clip4/0296.png
Dataset/Dataset/game8/Clip7/0224.jpg,Dataset/Dataset/game8/Clip7/0223.jpg,Dataset/Dataset/game8/Clip7/0222.jpg,Dataset/Dataset/game8/Clip7/groundtruth/Clip7/0224.png
Dataset/Dataset/game3/Clip9/0119.jpg,Dataset/Dataset/game3/Clip9/0118.jpg,Dataset/Dataset/game3/Clip9/0117.jpg,Dataset/Dataset/game3/Clip9/groundtruth/Clip9/0119.png
Dataset/Dataset/game8/Clip8/0152.jpg,Dataset/Dataset/game8/Clip8/0151.jpg,Dataset/Dataset/game8/Clip8/0150.jpg,Dataset/Dataset/game8/Clip8/groundtruth/Clip8/0152.png
Dataset/Dataset/game2/Clip1/0109.jpg,Dataset/Dataset/game2/Clip1/0108.jpg,Dataset/Dataset/game2/Clip1/0107.jpg,Dataset/Dataset/game2/Clip1/groundtruth/Clip1/0109.png
Dataset/Dataset/game7/Clip5/0130.jpg,Dataset/Dataset/game7/Clip5/0129.jpg,Dataset/Dataset/game7/Clip5/0128.jpg,Dataset/Dataset/game7/Clip5/groundtruth/Clip5/0130.png
Dataset/Dataset/game6/Clip2/0216.jpg,Dataset/Dataset/game6/Clip2/0215.jpg,Dataset/Dataset/game6/Clip2/0214.jpg,Dataset/Dataset/game6/Clip2/groundtruth/Clip2/0216.png
Dataset/Dataset/game7/Clip4/0557.jpg,Dataset/Dataset/game7/Clip4/0556.jpg,Dataset/Dataset/game7/Clip4/0555.jpg,Dataset/Dataset/game7/Clip4/groundtruth/Clip4/0557.png
Dataset/Dataset/game9/Clip7/0072.jpg,Dataset/Dataset/game9/Clip7/0071.jpg,Dataset/Dataset/game9/Clip7/0070.jpg,Dataset/Dataset/game9/Clip7/groundtruth/Clip7/0072.png
Dataset/Dataset/game4/Clip1/0358.jpg,Dataset/Dataset/game4/Clip1/0357.jpg,Dataset/Dataset/game4/Clip1/0356.jpg,Dataset/Dataset/game4/Clip1/groundtruth/Clip1/0358.png
Dataset/Dataset/game2/Clip6/0230.jpg,Dataset/Dataset/game2/Clip6/0229.jpg,Dataset/Dataset/game2/Clip6/0228.jpg,Dataset/Dataset/game2/Clip6/groundtruth/Clip6/0230.png
Dataset/Dataset/game3/Clip2/0027.jpg,Dataset/Dataset/game3/Clip2/0026.jpg,Dataset/Dataset/game3/Clip2/0025.jpg,Dataset/Dataset/game3/Clip2/groundtruth/Clip2/0027.png
Dataset/Dataset/game9/Clip3/0023.jpg,Dataset/Dataset/game9/Clip3/0022.jpg,Dataset/Dataset/game9/Clip3/0021.jpg,Dataset/Dataset/game9/Clip3/groundtruth/Clip3/0023.png
Dataset/Dataset/game10/Clip3/0172.jpg,Dataset/Dataset/game10/Clip3/0171.jpg,Dataset/Dataset/game10/Clip3/0170.jpg,Dataset/Dataset/game10/Clip3/groundtruth/Clip3/0172.png
Dataset/Dataset/game1/Clip3/0021.jpg,Dataset/Dataset/game1/Clip3/0020.jpg,Dataset/Dataset/game1/Clip3/0019.jpg,Dataset/Dataset/game1/Clip3/groundtruth/Clip3/0021.png
Dataset/Dataset/game6/Clip3/0393.jpg,Dataset/Dataset/game6/Clip3/0392.jpg,Dataset/Dataset/game6/Clip3/0391.jpg,Dataset/Dataset/game6/Clip3/groundtruth/Clip3/0393.png
Dataset/Dataset/game10/Clip5/0019.jpg,Dataset/Dataset/game10/Clip5/0018.jpg,Dataset/Dataset/game10/Clip5/0017.jpg,Dataset/Dataset/game10/Clip5/groundtruth/Clip5/0019.png
Dataset/Dataset/game6/Clip4/0270.jpg,Dataset/Dataset/game6/Clip4/0269.jpg,Dataset/Dataset/game6/Clip4/0268.jpg,Dataset/Dataset/game6/Clip4/groundtruth/Clip4/0270.png
Dataset/Dataset/game10/Clip12/0023.jpg,Dataset/Dataset/game10/Clip12/0022.jpg,Dataset/Dataset/game10/Clip12/0021.jpg,Dataset/Dataset/game10/Clip12/groundtruth/Clip12/0023.png
Dataset/Dataset/game2/Clip4/0039.jpg,Dataset/Dataset/game2/Clip4/0038.jpg,Dataset/Dataset/game2/Clip4/0037.jpg,Dataset/Dataset/game2/Clip4/groundtruth/Clip4/0039.png
Dataset/Dataset/game4/Clip2/0073.jpg,Dataset/Dataset/game4/Clip2/0072.jpg,Dataset/Dataset/game4/Clip2/0071.jpg,Dataset/Dataset/game4/Clip2/groundtruth/Clip2/0073.png
Dataset/Dataset/game1/Clip1/0006.jpg,Dataset/Dataset/game1/Clip1/0005.jpg,Dataset/Dataset/game1/Clip1/0004.jpg,Dataset/Dataset/game1/Clip1/groundtruth/Clip1/0006.png
Dataset/Dataset/game3/Clip4/0080.jpg,Dataset/Dataset/game3/Clip4/0079.jpg,Dataset/Dataset/game3/Clip4/0078.jpg,Dataset/Dataset/game3/Clip4/groundtruth/Clip4/0080.png
Dataset/Dataset/game8/Clip7/0149.jpg,Dataset/Dataset/game8/Clip7/0148.jpg,Dataset/Dataset/game8/Clip7/0147.jpg,Dataset/Dataset/game8/Clip7/groundtruth/Clip7/0149.png
Dataset/Dataset/game5/Clip12/0159.jpg,Dataset/Dataset/game5/Clip12/0158.jpg,Dataset/Dataset/game5/Clip12/0157.jpg,Dataset/Dataset/game5/Clip12/groundtruth/Clip12/0159.png
Dataset/Dataset/game5/Clip1/0018.jpg,Dataset/Dataset/game5/Clip1/0017.jpg,Dataset/Dataset/game5/Clip1/0016.jpg,Dataset/Dataset/game5/Clip1/groundtruth/Clip1/0018.png
Dataset/Dataset/game2/Clip6/0353.jpg,Dataset/Dataset/game2/Clip6/0352.jpg,Dataset/Dataset/game2/Clip6/0351.jpg,Dataset/Dataset/game2/Clip6/groundtruth/Clip6/0353.png
Dataset/Dataset/game9/Clip6/0087.jpg,Dataset/Dataset/game9/Clip6/0086.jpg,Dataset/Dataset/game9/Clip6/0085.jpg,Dataset/Dataset/game9/Clip6/groundtruth/Clip6/0087.png
Dataset/Dataset/game8/Clip3/0345.jpg,Dataset/Dataset/game8/Clip3/0344.jpg,Dataset/Dataset/game8/Clip3/0343.jpg,Dataset/Dataset/game8/Clip3/groundtruth/Clip3/0345.png
Dataset/Dataset/game5/Clip14/0034.jpg,Dataset/Dataset/game5/Clip14/0033.jpg,Dataset/Dataset/game5/Clip14/0032.jpg,Dataset/Dataset/game5/Clip14/groundtruth/Clip14/0034.png
Dataset/Dataset/game6/Clip3/0479.jpg,Dataset/Dataset/game6/Clip3/0478.jpg,Dataset/Dataset/game6/Clip3/0477.jpg,Dataset/Dataset/game6/Clip3/groundtruth/Clip3/0479.png
Dataset/Dataset/game1/Clip7/0325.jpg,Dataset/Dataset/game1/Clip7/0324.jpg,Dataset/Dataset/game1/Clip7/0323.jpg,Dataset/Dataset/game1/Clip7/groundtruth/Clip7/0325.png
Dataset/Dataset/game7/Clip2/0102.jpg,Dataset/Dataset/game7/Clip2/0101.jpg,Dataset/Dataset/game7/Clip2/0100.jpg,Dataset/Dataset/game7/Clip2/groundtruth/Clip2/0102.png
Dataset/Dataset/game1/Clip7/0219.jpg,Dataset/Dataset/game1/Clip7/0218.jpg,Dataset/Dataset/game1/Clip7/0217.jpg,Dataset/Dataset/game1/Clip7/groundtruth/Clip7/0219.png
Dataset/Dataset/game1/Clip7/0353.jpg,Dataset/Dataset/game1/Clip7/0352.jpg,Dataset/Dataset/game1/Clip7/0351.jpg,Dataset/Dataset/game1/Clip7/groundtruth/Clip7/0353.png
Dataset/Dataset/game10/Clip10/0155.jpg,Dataset/Dataset/game10/Clip10/0154.jpg,Dataset/Dataset/game10/Clip10/0153.jpg,Dataset/Dataset/game10/Clip10/groundtruth/Clip10/0155.png
Dataset/Dataset/game5/Clip13/0005.jpg,Dataset/Dataset/game5/Clip13/0004.jpg,Dataset/Dataset/game5/Clip13/0003.jpg,Dataset/Dataset/game5/Clip13/groundtruth/Clip13/0005.png
Dataset/Dataset/game6/Clip4/0191.jpg,Dataset/Dataset/game6/Clip4/0190.jpg,Dataset/Dataset/game6/Clip4/0189.jpg,Dataset/Dataset/game6/Clip4/groundtruth/Clip4/0191.png
Dataset/Dataset/game9/Clip3/0096.jpg,Dataset/Dataset/game9/Clip3/0095.jpg,Dataset/Dataset/game9/Clip3/0094.jpg,Dataset/Dataset/game9/Clip3/groundtruth/Clip3/0096.png
Dataset/Dataset/game3/Clip4/0279.jpg,Dataset/Dataset/game3/Clip4/0278.jpg,Dataset/Dataset/game3/Clip4/0277.jpg,Dataset/Dataset/game3/Clip4/groundtruth/Clip4/0279.png
Dataset/Dataset/game2/Clip8/0358.jpg,Dataset/Dataset/game2/Clip8/0357.jpg,Dataset/Dataset/game2/Clip8/0356.jpg,Dataset/Dataset/game2/Clip8/groundtruth/Clip8/0358.png
